code,div_l,div_m,div_s,div_n,name,former_labels,labels
35265,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤스트로베리200G,1899,235
35266,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤스트로베리100G,1900,236
35267,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤바나나200G,1901,237
35268,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤바나나100G,1902,238
35269,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤망고200G,1903,239
35270,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤망고100G,1904,240
35271,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤페어200G,1905,241
35272,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤페어100G,1906,242
35273,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤블루베리200G,1907,243
35274,디저트,퓨레,과일퓨레,과일퓨레,홈플러스)마이프루타애플앤블루베리100G,1908,244
35563,디저트,건과일,대추,대추,금광약초)대추,2026,245
35583,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,돌코리아백도젤리90G,2044,246
35584,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,매일데르뜨파인애플90G,2045,247
35585,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,매일데르뜨감귤90G,2046,248
35586,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,돌코리아코코파인젤리90G,2047,249
35587,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,돌코리아망고컵198G,2048,250
35767,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,에이뷰)그릭요거트그대로딸기,2167,251
35953,디저트,퓨레,과일퓨레,과일퓨레,팜팩토리)아넬라사과_바나나디저트,2299,252
35954,디저트,퓨레,과일퓨레,과일퓨레,팜팩토리)아넬라사과_자두디저트,2300,253
35955,디저트,퓨레,과일퓨레,과일퓨레,팜팩토리)아넬라배_사과디저트,2301,254
40061,유제품,우유,가공우유,검은콩우유,푸르밀검은콩우유300ml,2393,255
40062,유제품,우유,일반우유,일반우유,덴마크대니쉬우유450ML,2394,256
40103,면류,봉지면,국물봉지라면,일반라면,오뚜기진진짜라120G,2435,257
40104,면류,봉지면,국물봉지라면,짬뽕라면,오뚜기크림진짬뽕105G,2436,258
40137,면류,봉지면,비빔봉지라면,짜장라면,삼양)짜짜로니140G(봉지),2467,259
40138,면류,봉지면,국물봉지라면,일반라면,삼양)손칼국수100G(봉지),2468,260
40139,면류,봉지면,국물봉지라면,일반라면,농심)사리곰탕110G(봉지),2469,261
40227,유제품,요구르트,마시는 요구르트,마시는 요구르트,빙그레요플레프로틴고단백질요거트,2525,262
40228,유제품,요구르트,마시는 요구르트,마시는 요구르트,롯데파스퇴르쾌변골드키위,2526,263
40229,유제품,요구르트,마시는 요구르트,마시는 요구르트,한국요구르트목호강에이스,2527,264
40230,유제품,요구르트,마시는 요구르트,마시는 요구르트,한국요구르트왕목호강에이스,2528,265
40232,유제품,요구르트,마시는 요구르트,마시는 요구르트,매일바이오드링킹요거트블루베리,2530,266
40234,유제품,우유,가공우유,기타우유,서울우유살롱밀크티,2532,267
40237,유제품,요구르트,마시는 요구르트,마시는 요구르트,남양불가리스위쎈,2535,268
40240,유제품,우유,일반우유,저지방우유,서울우유저지방200ML,2538,269
45030,디저트,디저트/베이커리,냉장디저트,냉장디저트,돌황도666G,2586,270
45046,면류,봉지면,국물봉지라면,쌀국수,종가집얼큰쌀국수,2601,271
45047,면류,봉지면,국물봉지라면,일반라면,농심신라면건면,2602,272
45055,면류,봉지면,국물봉지라면,일반라면,오뚜기부대찌개라면,2610,273
45119,유제품,버터,무염버터,무염버터,매일유업)알라무엽버터400G,2644,274
45120,유제품,치즈,생치즈,생치즈,미국)콜비잭치즈227G,2645,275
45121,유제품,치즈,모짜렐라치즈,모짜렐라치즈,동원F_B)덴마크구워먹는치즈오리지널125G,2646,276
45122,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,롯데푸드)파스퇴르바른목장알로에85G,2647,277
45123,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,남양)퍼먹는불가리스든든한끼호두_아몬드150G,2648,278
45124,유제품,치즈,크림치즈,크림치즈,남양유업)A급품격의파르미지아노A에이치즈플레인40G,2649,279
45125,유제품,요구르트,마시는 요구르트,마시는 요구르트,풀무원)풀무원다른액티비아포도130ML,2650,280
45130,유제품,치즈,체다치즈,체다치즈,동원)체다치즈클래식612G,2655,281
45131,유제품,요구르트,마시는 요구르트,마시는 요구르트,피스퇴르)안나오면쳐들어간다쾌변포도150ML,2656,282
45132,유제품,요구르트,마시는 요구르트,마시는 요구르트,풀무원)다논액티비아화이트130ML,2657,283
45133,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,한국야쿠르트)슈퍼100블루베리40G,2658,284
45135,유제품,버터,무염버터,무염버터,매일유업)루어팍무염버터250G,2660,285
45148,유제품,치즈,체다치즈,체다치즈,서울우유)치다치즈(15매입)300G,2663,286
45149,유제품,치즈,체다치즈,체다치즈,서울우유)치다치즈(50매입)900G,2664,287
45162,유제품,치즈,체다치즈,체다치즈,동원)트리플슬라이스360G,2667,288
45169,면류,용기면,비빔용기라면,일반라면,농심)사리곰탕컵61G,2674,289
45170,면류,봉지면,비빔봉지라면,비빔면,해피푸드)매콤비빔곤약면199G,2675,290
45174,면류,봉지면,국물봉지라면,우동라면,이가자연면)빅튀김우동243G,2678,291
45175,면류,봉지면,국물봉지라면,김치라면,키다리식품)세이면김치194G,2679,292
45180,유제품,버터,무염버터,무염버터,남양유업)드빈치버터무가염450G,2680,293
45181,유제품,치즈,크림치즈,크림치즈,매일유업)아리아크림치즈-유크림120G,2681,294
45182,유제품,치즈,크림치즈,크림치즈,매일유업)아리아네츄럴크림치즈150G,2682,295
45183,유제품,치즈,크림치즈,크림치즈,몬데레즈(호주)소프트필라델피아발라먹기좋은크림치즈딸기200G,2683,296
45184,유제품,치즈,크림치즈,크림치즈,몬데레즈(호주)소프트필라델피아발라먹기좋은크림치즈마늘200G,2684,297
45185,유제품,치즈,크림치즈,크림치즈,몬데레즈(호주)소프트필라델피아발라먹기좋은크림치즈200G,2685,298
45186,유제품,치즈,체다치즈,체다치즈,매일유업)상하치즈체다슬라이스500G,2686,299
45203,디저트,병통조림,과일병통조림,과일병통조림,세방유통)골든파인애플슬라이스인시럽370G,2702,300
45204,디저트,병통조림,과일병통조림,과일병통조림,세방유통)애플망고슬라이스인망고쥬스370G,2703,301
45216,유제품,치즈,크림치즈,크림치즈,남양유업)에이치즈크림40G,2714,302
45269,유제품,우유,가공우유,초코우유,매일유업)유기농코코아우유125ML,2734,303
45270,유제품,우유,가공우유,바나나우유,매일유업)유기농바나나우유125ML,2735,304
45271,유제품,우유,일반우유,유기농우유,매일유업)유기농우유125ML,2736,305
45467,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,호남샤니)제리뽀망고맛,2841,306
45468,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,호남샤니)제리뽀딸기맛,2842,307
45469,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,호남샤니)제리뽀오렌지맛,2843,308
45470,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,호남샤니)제리뽀사과맛,2844,309
45471,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,호남샤니)제리뽀,2845,310
45657,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,씨제이)쁘티첼(요거젤리복숭아),2876,311
45658,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,씨제이)쁘티첼(요거젤리밀감),2877,312
45659,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,씨제이)쁘티첼(요거젤리딸기),2878,313
45660,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,씨제이)쁘티첼(요거젤리화이트코코),2879,314
45661,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,씨제이)쁘티첼(요거젤리블루베리),2880,315
45662,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,돌코리아)백도젤리,2881,316
45678,디저트,파이류,케이크,케이크,롯데제과)디저뜨와(구운치즈케이크타르트),2893,317
45679,디저트,디저트/베이커리,냉장디저트,냉장디저트,호남샤니)카페메이트초코블랑,2894,318
45680,디저트,비스킷,크래커,크래커,티디에프코리아)생미쉘갈라떼,2895,319
45872,면류,봉지면,국물봉지라면,일반라면,에스씨코리아)마라우육미엔,3053,320
45873,면류,봉지면,국물봉지라면,일반라면,팔도)아임이민생라면,3054,321
45874,면류,봉지면,비빔봉지라면,짜장라면,삼양식품)맛이차이나짜장면,3055,322
46017,디저트,퓨레,과일퓨레,과일퓨레,아이배냇)쌩마멧유기농사과_배,3108,323
46018,디저트,퓨레,과일퓨레,과일퓨레,아이배냇)쌩마멧유기농사과,3109,324
46019,디저트,퓨레,과일퓨레,과일퓨레,아이배냇)쌩마멧유기농사과_바나나,3110,325
46020,디저트,퓨레,과일퓨레,과일퓨레,팜팩토리)하넬라사과_망고디저트,3111,326
46025,면류,봉지면,국물봉지라면,일반라면,롯데쇼핑)온리프라이스푸질리,3113,327
46029,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,일동후디스)키요그릭요거트젤리블루베리,3116,328
50106,면류,봉지면,국물봉지라면,일반라면,삼양)쇠고기면120G,3266,329
50107,면류,봉지면,비빔봉지라면,짜장라면,오뚜기)짜장면135G,3267,330
50108,면류,봉지면,국물봉지라면,일반라면,오뚜기열라면120G,3268,331
50109,면류,봉지면,비빔봉지라면,일반라면,삼양불닭볶음면140G(봉),3269,332
50110,면류,봉지면,비빔봉지라면,일반라면,팔도)틈새라면볶음면,3270,333
50187,유제품,우유,가공우유,딸기우유,서울우유딸기_300ml,3321,334
50189,유제품,요구르트,마시는 요구르트,마시는 요구르트,애경말랑카우를좋아하는말랑이버블핸드워시,3322,335
50190,유제품,우유,가공우유,초코우유,서울우유초콜릿_300ml,3323,336
50191,유제품,우유,가공우유,커피우유,서울우유커피_200ml,3324,337
50192,유제품,우유,가공우유,딸기우유,소와나무덴마크딸기딸기우유,3325,338
50193,유제품,우유,가공우유,기타우유,빙그레애플시나몬맛우유,3326,339
50196,유제품,요구르트,마시는 요구르트,마시는 요구르트,매일바이오드링킹요거트매실푸룬,3329,340
50197,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,매일바이오백도요거트,3330,341
50198,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,매일바이오블루베리요거트,3331,342
55016,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,서울_짜요짜요요구르트포도_240G,3366,343
55017,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,서울_짜요짜요요구르트복숭아_240G,3367,344
55023,면류,봉지면,국물봉지라면,김치라면,농심신라면두부김치94G,3371,345
55033,면류,봉지면,국물봉지라면,일반라면,샘표잔치국수89G,3379,346
55034,디저트,디저트/베이커리,냉장디저트,냉장디저트,돌트로피칼666G,3380,347
55039,면류,용기면,비빔용기라면,일반라면,농심참치마요큰사발면,3385,348
55040,면류,봉지면,국물봉지라면,쌀국수,청정원베트남식쌀국수소고기맛,3386,349
55041,면류,용기면,국물용기라면,일반라면,농심짜왕큰사발면,3387,350
55042,면류,용기면,국물용기라면,비빔면,팔도비빔면컵,3388,351
55043,면류,봉지면,국물봉지라면,일반라면,풀무원푸실리,3389,352
55057,유제품,우유,가공우유,기타우유,남양아이꼬야한뼘더큰아기랑콩이랑1단계120ML,3402,353
55113,유제품,요구르트,마시는 요구르트,마시는 요구르트,매일바이오화이버_칼슘,3437,354
55114,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,끼리딥앤크런치플레인,3438,355
55117,유제품,요구르트,마시는 요구르트,마시는 요구르트,풀무원액티비아블루베리,3441,356
55118,유제품,요구르트,마시는 요구르트,마시는 요구르트,풀무원액티비아플레인,3442,357
55120,유제품,요구르트,마시는 요구르트,마시는 요구르트,한국야쿠르트하루야채뽀로로,3444,358
55122,유제품,치즈,체다치즈,체다치즈,서울우유앙팡치즈까요까요,3446,359
55123,유제품,치즈,체다치즈,체다치즈,남양드빈치체다슬라이스,3447,360
55124,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,동원덴마크요거밀,3448,361
55127,유제품,치즈,체다치즈,체다치즈,매일알라크림치즈라이트,3451,362
55128,유제품,치즈,크림치즈,크림치즈,알미체리페퍼위드스파이스크림치즈,3452,363
55129,유제품,요구르트,마시는 요구르트,마시는 요구르트,야쿠르트엠프로3마일드,3453,364
55180,유제품,우유,가공우유,딸기우유,서울우유딸기_200ml,3455,365
55181,유제품,우유,가공우유,딸기우유,남양우유GT찐_하고달달한딸기,3456,366
55182,유제품,우유,일반우유,일반우유,홈플러스1A우유오리지널_200ml,3457,367
55184,유제품,우유,일반우유,락토프리우유,매일소화가잘되는우유오리지널락토프리,3459,368
55187,유제품,우유,일반우유,락토프리우유,매일소화가잘되는우유저지방2_락토프리,3462,369
55188,유제품,우유,가공우유,바나나우유,매일소화가잘되는우유바나나,3463,370
55191,유제품,우유,일반우유,저지방우유,매일상하목장유기농우유저지방,3466,371
55192,유제품,우유,일반우유,유기농우유,파스퇴르유기농우유,3467,372
55193,유제품,우유,가공우유,초코우유,남양우유GT찐_하고달달한초코,3468,373
55194,유제품,우유,일반우유,일반우유,서울에프앤비뽀로로가좋아하는튼튼우유,3469,374
55195,유제품,우유,가공우유,딸기우유,서울에프앤비뽀로로가좋아하는딸기우유,3470,375
55196,유제품,요구르트,마시는 요구르트,마시는 요구르트,한국야쿠르트헬리코박터프로젝트윌저지방,3471,376
55197,유제품,우유,일반우유,유기농우유,남양백미당유기농네모우유,3472,377
55198,유제품,우유,일반우유,유기농우유,매일상하목장유기농우유_200ml,3473,378
55200,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,홈플러스하루한컴요거트딸기,3474,379
55201,유제품,요구르트,마시는 요구르트,마시는 요구르트,한국야구르트핫브루바닐라라떼,3475,380
55206,유제품,우유,일반우유,저지방우유,매일상하목장유기농저지방우유,3477,381
55208,유제품,우유,일반우유,일반우유,남양맛있는우유GT소화잘되는배안아픈우유,3479,382
55209,유제품,우유,일반우유,일반우유,홈플러스1A우유오리지널_1L,3480,383
55221,유제품,우유,일반우유,고칼슘우유,동원소와나무고칼슘우유,3481,384
55222,유제품,우유,일반우유,일반우유,남양아인슈타인,3482,385
55223,유제품,우유,일반우유,일반우유,매일우유오리지널,3483,386
55224,유제품,우유,일반우유,유기농우유,매일상하목장유기농우유_900ml,3484,387
55225,유제품,우유,가공우유,기타우유,서울에프앤비메로나보틀,3485,388
55270,면류,봉지면,국물봉지라면,일반라면,키다리식품세이면잔치국수,3491,389
55271,면류,봉지면,국물봉지라면,일반라면,키다리식품세이면설렁탕,3492,390
55272,면류,봉지면,국물봉지라면,일반라면,키다리심품세이면육개장,3493,391
55273,면류,봉지면,비빔봉지라면,짜장라면,팔도삼선짜장,3494,392
55274,면류,봉지면,국물봉지라면,일반라면,팔도일품해물라면,3495,393
55275,면류,봉지면,국물봉지라면,쌀국수,홈플러스닭고기쌀국수,3496,394
55701,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,쁘띠첼요거젤리밀감,3625,395
55702,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,쁘띠첼요거젤리복숭아,3626,396
55729,면류,봉지면,국물봉지라면,일반라면,이마트)갈로펜네삼색,3643,397
55790,면류,봉지면,국물봉지라면,일반라면,삼경에프에스)삿포로라멘미소5개입,3680,398
55798,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,이멕스무역)혼합푸딩(ASSORTEDPUDDING)4개입,3683,399
55814,면류,봉지면,국물봉지라면,일반라면,이멕스무역)미고랭라면5개입,3694,400
55845,디저트,베이커리,과자빵,과자빵,영도물산)통밀도넛츠,3723,401
55846,면류,봉지면,국물봉지라면,일반라면,보라티알)시금치맛페투치네,3724,402
56072,유제품,요구르트,마시는 요구르트,마시는 요구르트,천상미)1A그이상의펫밀크건국목장비피더스장유산균,3808,403
60091,면류,용기면,국물용기라면,일반라면,농심사리곰탕큰사발111G,3882,404
60094,면류,봉지면,국물봉지라면,일반라면,삼양라면110g,3883,405
60095,면류,용기면,국물용기라면,일반라면,오뚜기)쇠고기미역국라면100G,3884,406
60106,면류,용기면,국물용기라면,쌀국수,멸치맛쌀국수92G,3894,407
60107,면류,봉지면,국물봉지라면,쌀국수,얼큰한쌀국수92G,3895,408
60108,면류,용기면,국물용기라면,일반라면,농심새우탕큰사발115G,3896,409
60110,면류,용기면,국물용기라면,일반라면,오뚜기스낵면컵,3898,410
60111,면류,용기면,국물용기라면,김치라면,농심김치사발면86G,3899,411
60113,면류,용기면,국물용기라면,쌀국수,오뚜기)컵누들베트남쌀국수컵47G,3900,412
60114,면류,용기면,비빔용기라면,짜장라면,농심짜파게티범벅70G,3901,413
60115,면류,용기면,국물용기라면,일반라면,오뚜기진라면컵순65G,3902,414
60116,면류,용기면,비빔용기라면,일반라면,농심)앵그리짜파구리큰사발108G,3903,415
60117,면류,봉지면,국물봉지라면,쌀국수,대산바이오)레몬밤쌀국수92G,3904,416
60118,면류,봉지면,국물봉지라면,일반라면,오뚜기진라면매운맛65G(작은용기),3905,417
60119,면류,용기면,국물용기라면,일반라면,오뚜기육개장용기면86G,3906,418
60120,면류,용기면,비빔용기라면,일반라면,삼양큰컵불닭볶음면105G,3907,419
60121,면류,용기면,국물용기라면,우동라면,오뚜기튀김우동컵110G,3908,420
60195,디저트,과채음료,과일음료,과일음료,Dole후룻볼트로피칼4입100_주스,3955,421
60198,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,요플레토핑다크초코,3958,422
60199,유제품,요구르트,마시는 요구르트,마시는 요구르트,빙그레요구르트_500ml,3959,423
60202,유제품,요구르트,마시는 요구르트,마시는 요구르트,닥터캡슐프로텍트사과,3961,424
60203,유제품,요구르트,마시는 요구르트,마시는 요구르트,닥터캡슐프로텍트베리믹스,3962,425
60204,유제품,우유,일반우유,저지방우유,매일우유저지방,3963,426
60209,유제품,요구르트,마시는 요구르트,마시는 요구르트,소와나무덴마크드링킹요구르트복숭아,3967,427
60228,유제품,우유,가공우유,초코우유,연세마카다미아초코우유,3970,428
65017,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,빙그레요플레키즈딸기240G,4009,429
65023,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,매일_상하목장마이리틀유기농짜먹는요거트사과바나나_85G,4013,430
65024,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,서울_짜요짜요요구르트딸기_240G,4014,431
65043,면류,봉지면,국물봉지라면,일반라면,오뚜기옛날잡채용기,4032,432
65044,면류,용기면,국물용기라면,일반라면,농심보글보글부대찌개큰사발면,4033,433
65045,면류,용기면,비빔용기라면,일반라면,농심볶음너구리큰사발면,4034,434
65051,면류,봉지면,국물봉지라면,파스타,엠디에스코리아아라비아따파스타,4040,435
65053,면류,봉지면,비빔봉지라면,파스타,엠디에스코리아베이컨까르보나라파스타,4042,436
65059,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,퓨어잇딸기엔요거트16G,4048,437
65118,유제품,치즈,리코타치즈,리코타치즈,매일유업리코타치즈,4091,438
65119,유제품,요구르트,마시는 요구르트,마시는 요구르트,서울우유듀오안저지방플레인,4092,439
65120,유제품,우유,일반우유,일반우유,서울우유듀오안오리지널,4093,440
65121,유제품,버터,가염버터,가염버터,매일유업상하목장슬로우버터가염,4094,441
65122,유제품,버터,무염버터,무염버터,매일유업상하목장슬로우버터무염,4095,442
65123,유제품,버터,무염버터,무염버터,롯데푸드파스퇴르홈버터,4096,443
65124,유제품,버터,무염버터,무염버터,서울우유무가염버터,4097,444
65125,유제품,우유,가공우유,기타우유,서울우유아침에주스포도,4098,445
65126,유제품,요구르트,마시는 요구르트,마시는 요구르트,롯데푸드파스퇴르쾌변피쉬콜라겐,4099,446
65127,유제품,치즈,크림치즈,크림치즈,화인에프앤드비서비스그릴드머쉬름위드크림치즈,4100,447
65128,유제품,요구르트,마시는 요구르트,마시는 요구르트,야쿠르트엠프로3마일드배모과맛,4101,448
65129,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,야쿠르트슈퍼100블루베리,4102,449
65133,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,서울우유까요까요플레인,4105,450
65135,유제품,치즈,크림치즈,크림치즈,벨치즈코리아끼리플레인,4107,451
65198,유제품,우유,가공우유,커피우유,서울에프앤비커피빈카페라떼,4118,452
65202,유제품,치즈,크림치즈,크림치즈,태광웰푸드처음먹는칼슘츄러스치즈,4122,453
65454,면류,봉지면,국물봉지라면,일반라면,코만푸드몬라이스누들3MM,4266,454
65455,면류,봉지면,국물봉지라면,일반라면,코만푸드몬라이스누들1MM물국수용,4267,455
65736,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,풍림푸드복숭아젤리4개입90G_4,4370,456
65738,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,풍림푸드망고젤리4개입90G_4,4371,457
65739,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,오뚜기스위트앤젤복숭아3개입90G_3,4372,458
65740,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,오뚜기스위트앤젤밀감3개입90G_4,4373,459
65742,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,풍림푸드포도젤리4개입90G_4,4374,460
65744,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,매일데르뜨백도3개입130G_3,4376,461
65752,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,매일데르뜨감귤3개입90G_3,4379,462
65753,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,매일데르뜨복숭아3개입90G_3,4380,463
65754,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,매일데르뜨자몽3개입130G_3,4381,464
65816,면류,봉지면,국물봉지라면,일반라면,성풍양행)블루엘리펀트쿠킹세트팟타이누들,4439,465
66093,유제품,우유,가공우유,기타우유,푸드마스터그룹)닥터할리펫밀크캣고양이전용전연령200ML,4576,466
66101,유제품,우유,가공우유,기타우유,동원F_B)뉴트리플랜펫밀크반려묘전용우유,4584,467
66102,유제품,치즈,체다치즈,체다치즈,동원F_B)뉴트리플랜모이스트루참치와닭고기,4585,468
66303,유제품,요구르트,마시는 요구르트,마시는 요구르트,매일바이오드링킹요거트플레인150ML,4642,469
66304,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류,매일데르뜨자몽130G,4643,470
66308,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,풍림푸드피코크망고젤리90G,4646,471
66309,디저트,푸딩/젤리,냉장젤리류,냉장젤리류,풍림푸드피코크포도젤리90G,4647,472
66320,면류,봉지면,국물봉지라면,일반라면,코만푸드몬라이스누들1MM250G,4650,473
66321,면류,봉지면,국물봉지라면,일반라면,코만푸드몬라이스누들3MM250G,4651,474
66323,유제품,요구르트,마시는 요구르트,마시는 요구르트,롯데푸드파스퇴르바른목장요구르트100ML,4653,475
66324,유제품,요구르트,마시는 요구르트,마시는 요구르트,푸르밀프로바이오키즈130ML,4654,476
66325,유제품,요구르트,마시는 요구르트,마시는 요구르트,남양이오베이비80ML,4655,477
66341,유제품,치즈,체다치즈,체다치즈,서울우유)서울체다슬라이스치즈900(25개),4671,478
66342,유제품,치즈,체다치즈,체다치즈,동원에프앤비)1987체다치즈클래식12매입,4672,479
66347,면류,봉지면,비빔봉지라면,비빔면,팔도쫄비빔면130G,4677,480
66348,면류,봉지면,국물봉지라면,일반라면,풀무원탱탱쫄면123G,4678,481
66349,면류,봉지면,비빔봉지라면,짜장라면,풀무원생면식감직화짜장108.1G,4679,482
66350,면류,봉지면,국물봉지라면,일반라면,풀무원생면식감순한맛97.4G,4680,483
66351,면류,봉지면,국물봉지라면,일반라면,풀무원생면식감매운맛95.9G,4681,484
66365,면류,봉지면,국물봉지라면,일반라면,이멕스무역미고랭라면80G,4687,485
66366,면류,봉지면,국물봉지라면,일반라면,삼경에프에스삿포로라멘미소84G,4688,486
66367,면류,봉지면,비빔봉지라면,짜장라면,삼양식품맛이차이나짜장면140G,4689,487
66368,면류,봉지면,국물봉지라면,일반라면,이마트민생라면얼큰한맛115G,4690,488
66384,면류,봉지면,국물봉지라면,일반라면,풀무원식품홍면108.8G,4703,489
70105,유제품,치즈,체다치즈,체다치즈,르몽드체다치즈90G,4765,490
70133,면류,봉지면,비빔봉지라면,짜장라면,농심올리브짜파게티140G,4787,491
70134,면류,봉지면,비빔봉지라면,짜장라면,농심사천짜파게티137G,4788,492
70135,면류,봉지면,국물봉지라면,일반라면,농심)칼빔면144G,4789,493
70136,면류,봉지면,비빔봉지라면,비빔면,팔도비빔면,4790,494
70137,면류,봉지면,국물봉지라면,일반라면,농심시원한메밀소바127G,4791,495
70138,면류,봉지면,국물봉지라면,일반라면,농심순한너구리120G,4792,496
70139,면류,봉지면,국물봉지라면,일반라면,삼양)삼양라면골드120G,4793,497
70155,유제품,버터,마가린,마가린,오뚜기식물성마아가린200G,4802,498
70208,디저트,과채음료,과일음료,과일음료,Dole후룻볼파인애플4입100_주스,4826,499
70210,유제품,우유,가공우유,기타우유,매일아몬드브리즈언스위트,4828,500
70214,유제품,우유,가공우유,바나나우유,서울우유바나나,4832,501
70216,유제품,요구르트,마시는 요구르트,마시는 요구르트,매일바이오드링킹요거트스트로베리,4833,502
70220,유제품,우유,가공우유,커피우유,빙그레아카페라잇츠라떼리치연유,4837,503
75048,면류,용기면,국물용기라면,우동라면,농심튀김우동컵62G,4892,504
75060,면류,봉지면,국물봉지라면,쌀국수,하비엣푸드베트남즉석쌀국수포포70G,4900,505
80109,면류,봉지면,국물봉지라면,일반라면,집밥감성고추장찌개면140G,5015,506
80110,면류,봉지면,국물봉지라면,일반라면,농심)앵그리알티에이(RtA)(낱개)121G,5016,507
80111,면류,봉지면,국물봉지라면,짬뽕라면,농심오징어짬뽕124G,5017,508
80112,면류,봉지면,국물봉지라면,일반라면,농심)감자면117G,5018,509
80144,면류,용기면,국물용기라면,일반라면,팔도도시락용기86G,5040,510
80183,유제품,요구르트,마시는 요구르트,마시는 요구르트,롯데파스퇴르쾌변포도,5058,511
80185,유제품,우유,가공우유,초코우유,매일허쉬초콜릿드링크쿠키앤크림,5059,512
80186,유제품,우유,일반우유,일반우유,남양맛있는우유GT_310ml,5060,513
80187,유제품,우유,가공우유,딸기우유,매일우유속에딸기과즙,5061,514
80188,유제품,우유,가공우유,초코우유,서울우유초콜릿_200ml,5062,515
80189,유제품,우유,가공우유,커피우유,서울우유커피_300ml,5063,516
80192,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,빙그레토핑프레첼_초코청크,5066,517
80195,유제품,우유,가공우유,기타우유,동원페퍼민트밀크티,5069,518
80205,유제품,우유,가공우유,커피우유,서울스페셜티까페라떼다크,5071,519
80206,유제품,우유,가공우유,커피우유,연세달고나커피우유,5072,520
90036,유제품,우유,가공우유,커피우유,매일)커피속에모카치노300ML,5174,521
90037,유제품,요구르트,마시는 요구르트,마시는 요구르트,덴마크드링킹요구르트(플레인)310ML,5175,522
90038,유제품,우유,가공우유,바나나우유,푸르밀)바나나킥우유225ML,5176,523
90039,유제품,우유,가공우유,초코우유,가나초콜릿밀크300ML,5177,524
90086,면류,용기면,국물용기라면,일반라면,농심무파마큰사발112G,5219,525
90087,면류,용기면,국물용기라면,일반라면,농심우육탕큰사발115G,5220,526
90088,면류,용기면,국물용기라면,일반라면,농심육개장큰사발110G,5221,527
90128,면류,용기면,국물용기라면,일반라면,오뚜기참깨라면용기110G,5256,528
