labelcode,name
55783,매일유업)상하목장단호박크림스프3개입(액상형)
55794,남포물산)안옥남요리하기간편한자른다시마
55798,이멕스무역)혼합푸딩(ASSORTEDPUDDING)4개입
55802,에이뷰)피코크파인애플그대로
55803,일동후디스)아이밀냠냠순배
55804,일동후디스)아이밀냠냠순사과
55824,동우농산)마리아니멕시칸건망고
55845,영도물산)통밀도넛츠
55904,커머스파크)아이맛있는한우미역국200G
55968,세움)건포도(지퍼백)
55975,롯데쇼핑)요리하다사골곰탕
55979,원일식품)요리하다강된장덮밥소스
55980,원일식품)요리하다새우간짜장
55984,제이푸드서비스)요리하다크러쉬드레드페퍼
55985,신영에프에스)요리하다파슬리
55995,CJ)비비고통단팥죽280G
55996,CJ)비비고누룽지닭백숙죽280G
56002,농심)콘스프
56003,엄마사랑)차가버섯분말
56004,청화농산)흑임자볶음깨
56025,아이배냇)아이배냇꼬마한끼영양밥전복톳
56026,아이배냇)아이배냇꼬마한끼영양밥쇠고기시금치
56027,아이배냇)아이배냇꼬마한끼두부스테이크
56030,대상)종가집종가반상얼큰알탕
56033,신성에프엔비)건강담은한상능이버섯이들어간백숙재료모음
56034,씨제이제일제당)비비고3가지해산물이듬뿍삼선해물죽
56036,위스카스)1세이상고양이용씨푸드칵테일
56052,롯데네슬레코리아)팬시피스트인스퍼레이션치킨
56058,청그루)신토흑미
56066,미소)초이스엘참치무곡물5개입
56097,롯데푸드)닭가슴살짜장밥
56098,롯데푸드)한우불고기밥
56111,가든클래식스)흰강남콩
60109,그루나무)뽀로로랍스터맛떡볶이115G
60160,3분제육덮밥매운맛150G
60161,오뚜기3분쇠고기카레200G
60162,오뚜기맛있는육개장38G
60176,바몬드카레매운맛골드100G
60194,동원양반백합미역국
60195,Dole후룻볼트로피칼4입100
60215,대상종가집돼지고기메추리알장조림
60277,청정원순창양념듬뿍쌈장
65040,롯데쉐푸드스파게티까르보나라
65041,롯데쉐푸드스파게티볼로네이즈
65046,오뚜기컵밥제육덮밥
65077,CJ비비고통단팥죽450G
65078,CJ비비고순댓국460G
65082,지앤엘푸드딸기다이스20G
65100,두보식품이집트콩450G
65101,남양맘스쿠킹소불고기진밥
65102,네슬레코리아거버1단계이유식오가닉배
65103,네슬레코리아거버2단계이유식오가닉바나나아사이베리믹스그레인
65105,동원양반단호박죽
65106,남양맘스쿠킹닭가슴살과채소
65111,거버2단계이유식오가닉사과바나나블루베리블랙베리
65112,양반메추리알장조림
65116,코스팜석류콜라겐분말
65131,화인에프앤드가루치즈
65132,남양든든한끼밤
65136,오뚜기라망구워먹는치즈
65195,네슬레코리아거버2단계이유식바나나블랙베리블루베리
65196,아이배냇공주맛밤
65197,일동후디스키요순찐밤
65207,베베쿡처음먹는어린이김
65273,투카스할리피뇨슬라이스
65274,라세빌라나블랙올리브
65275,라세빌라나케이퍼
65280,씨제이처음부터육수멸치다시다
65299,본죽약서삼계죽
65385,동서식물성크림프리마
65401,아워홈왕갈비탕
65402,오뚜기오즈키친트러플전복죽
65403,씨제이제일제당비비고한우사골곰탕
65404,씨제이제일제당비비고사골곰탕
65405,교동식품일상가정식곱창전골
65406,홈플러스국내산인삼삼계탕
65407,교동식품말죽거리소고기국밥
65408,동원양반참치부대찌개
65409,태원식품산업파육개장
65410,참프레비비고삼계탕육수
65411,시아스새알심단호박죽
65412,오뚜기맛있는오뚜기텁밥오삼불고기덮밥
65413,오뚜기맛있는오뚜기진짬뽕밥
65414,오뚜기맛있는오뚜기된장짜글이밥
65415,오뚜기맛있는오뚜기전주식돌솥비빔밥
65416,오뚜기맛있는오뚜기톡톡김치알밥
65417,오뚜기맛있는오뚜기원조맛집김치찌개밥
65418,오뚜기맛있는오뚜기매콤낙지덮밥
65419,오뚜기맛있는오뚜기김치참치덮밥
65420,오뚜기맛있는오뚜기의정부식부대찌개밥
65421,오뚜기맛있는오뚜기차돌강된장보리밥
65422,오뚜기맛있는오뚜기볼케이노치밥
65423,오뚜기맛있는오뚜기뚝배기불고기밥
65424,롯데쇼핑요리하다오이피클슬라이스
65425,효성인터내셔날피티드블랙올리브
65430,씨제이제일제당비비고갈비탕(비닐)
65431,씨제이제일제당비비고낙지김치죽(비닐)
65432,씨제이제일제당비비고관자새우소라삼선해물죽(비닐)
65433,설빙단팥죽(비닐)
65434,홈플러스3시간이상삶아부드러운돼지고기장조림
65435,산들말랑쫀득흑마늘말랭이
65438,동우농산건크랜베리
65441,홈플러스달콤짭조름한안동식찜닭
65442,대상청정원우리쌀양송이크림스프
65443,대상청정원우리쌀크림스프
65444,대상청정원카레여왕구운마늘
65445,동원꼬막간장비빔
65446,동원꼬막매콤비빔
65447,동원골뱅이비빔
65448,유동골뱅이죽버섯
65449,양반밤단팥죽
65450,종가집종가반상남도추어탕
65451,양반재료가살아있는백합우거지된장국
65452,씨제이제일제당비비고전복죽
65453,홈플러스새알심통팥죽
65456,씨제이제일제당밥이랑야채
65459,청솔펀치볼시래기해장국5EA
65481,오뚜기3분미트볼4개입
65482,오뚜기3분햄버그스테이크4개입
65632,풍림푸드정갈하게담아낸계란찜(명란)2개입
65634,에스피씨삼립플랜터스드라이로스트피넛
65636,청오건강농업회사법인맘스라이스
65637,두리두리구운현미
65645,동원양반양반김치볶음김치
65646,동원양반양반김치썰은김치
65651,오뚜기화끈한닭강정화끈하게매운맛
65652,오뚜기달콤한데리야끼치킨
65653,칼칼한돼지고기김치찜
65660,해초랑무가미구운김가루
65662,미동농산해바라기씨
65663,신세계푸드정갈한쇠고기미역국
65664,길림양행자연담은건강견과호두
65665,청오건강농업회사법인피코크유기농쌀가루
65666,금광약초감초원산지우즈베키스탄
65669,오뚜기베이컨감자스프
65670,한국식연피코크정갈하게담아낸메추리알장조림
65671,농업회사법인싱그람반찬애양념깻잎
65672,농업회사법인싱그람반찬애오징어채볶음
65675,한국식연피코크정갈하게담아낸콩자반조림
65684,농업회사법인(유)광복)찰진윤기가오래지속되는화선찹쌀
65685,농업회사법인월드그린)오색오미
65686,두보식품)기장차조수수율무가30
65687,농업회사법인월드그린)검정찰현미
65688,서울루션)햄프씨드
65689,수내츄럴)자연속내츄럴쌀눈
65693,쌈지에프엔비)볶음아마씨드
65694,수내추럴)쌀눈조아
65715,신흥농산)맛을더한표고미
65736,풍림푸드복숭아젤리4개입90G
65738,풍림푸드망고젤리4개입90G
65739,오뚜기스위트앤젤복숭아3개입90G
65740,오뚜기스위트앤젤밀감3개입90G
65742,풍림푸드포도젤리4개입90G
65743,한성기업한끼애고소하게비벼먹는낙지간편하게한끼뚝딱
65744,매일데르뜨백도3개입130G
65752,매일데르뜨감귤3개입90G
65753,매일데르뜨복숭아3개입90G
65754,매일데르뜨자몽3개입130G
65773,해우촌돌김자반1
65774,에스씨푸트지도표성경김자반견과김자반
65775,동우농산씨를뺸건자두
65776,오뚜기크루통컵스프콘크림
65777,오뚜기크루통컵스프버섯크림
65779,에이뷰피코크유기농배그대로
65819,친정엄마)볶음검정깨
65821,동남상사)세빌프리미엄블랙올리브(피티드)
65826,이마트)갈릭
65827,이마트)통흑후추
65849,글로델)히가시후즈돈코츠라멘5봉
65850,삼경에프에스)삿포로라멘쇼유5봉
65851,삼경에프에스)삿포로탄멘시오5봉
65897,더본코리아)백종원의매콤떡볶이양념
66027,씨제이올리브영)쫀득한망고말랭이80G
66028,씨제이올리브영)네모난감자50G
66029,씨제이올리브영)네모난감자고구마50G
66030,씨제이올리브영)쫀득한군고구마70G
66060,가보식품)요리하다이탈리아허브시즈닝30G
66063,신영에프에스)요리하다피클링스파이스45G
66065,신영에프에스)요리하다바질럽드16G
66067,신영에프에스)요리하다페페로치노홀22G
66071,영남코프레이션)바질페스토190G
66072,한생)국산건고추35G
66073,청화농산)요리하다볶음참꺠200G
66074,신영에프에스)파슬리100
66088,제일사료)고집소고기맛
66089,제일사료)고집참치맛
66090,제일사료)고집연어맛
66091,위스카스)오션피쉬주식85G
66092,미소)캣퓨어파우치그레인프리캣푸드80G
66097,롯데네슬레코리아)프리스키파우치고등어성묘용
66098,롯데네슬레코리아)프리스키파우치참치성묘용
66099,롯데네슬레코리아)프리스키파우치참치와고등어성묘용
66100,미소)초이스엘건강담은습식파우치고등어
66103,롯데네슬레코리아)팬시피스트인스퍼레이션참치
66104,롯데네슬레코리아)팬시피스트인스퍼레이션비프
66105,채널펫)비타크래프트트리글스(코어피쉬)대구60
66106,롯데네슬레코리아)덴탈라이프살몬캣트릿연어맛덴탈라이프
66107,롯데네슬레코리아)프리스키파티믹스비치사이드새우
66108,에이플러스)초이스엘CHOICEL바삭바삭한스낵참치
66109,에이플러스)초이스엘CHOICEL바삭바삭한스낵연어
66110,템테이션)맛있는닭고기맛
66111,템테이션)풍부한해산물맛
66112,템테이션)부드러운우유맛
66130,태광푸드)볶은통현미
66131,정심푸드)농협100전남해남에서태어난군고구마말랭이
66134,태광푸드)볶은통율무
66135,태광푸드)볶은통귀리
66136,바다원)바다원녹차가루를넣은녹차돌김자반볶음2개입
66137,씨제이제일제당)고메처즈크림함박스테이크
66138,씨제이제일제당)비비고소고기죽
66139,씨제이제일제당)비비고흑임자죽
66140,씨제이제일제당)비비고단호박죽
66141,씨제이제일제당)비비고버섯야채죽
66142,씨제이제일제당)비비고전복죽
66144,대양식품)고소하고바삭한파래돌자반볶음2개입
66146,한생)국산청양초
66147,에이플러스)초이스엘CHOICEL바삭바삭한스낵참치
66152,인터펫코리아)카카참치
66166,두보식품)가바현미가들어간혼합7곡
66167,월드그린)찰현미
66241,아이배냇)아이배냇꼬마한끼영양밥닭가슴살곤드레
66242,아이배냇)아이배냇꼬마미트볼
66244,미소)초이스엘참치
66245,미소)초이스엘참치
66246,미소)초이스엘참치
66247,고향식품)요리하다나주식곰탕
66304,매일데르뜨자몽130G
66308,풍림푸드피코크망고젤리90G
66309,풍림푸드피코크포도젤리90G
66310,해우촌돌김자반50G
66345,위스카스구운고등어85G
66346,오뚜기3분햄버그스테이크140G
66369,초이스엘참치80G
66382,초이스엘참치
66383,초이스엘참치
70175,오뚜기3분미트볼150G
70176,오뚜기3분햄버거스테이크140G
70203,비비고버섯야채죽280g
70205,농심보노콘스프3입18.6g
70206,동원진국사골곰탕
70208,Dole후룻볼파인애플4입100
70224,종가집오징어채볶음
70225,종가집검은콩조림
70226,종가집쇠고기메추리알장조림
75001,씨제이)인절미호떡믹스
75002,삼양사)큐원홈메이드우리밀팬케익믹스
75003,우리찬)처음먹는요리가케콩고기와다시마
75005,브레드가든)핑크퐁베이킹믹스소프트쿠키만들기
75018,광복)베타원찰보리쌀
75051,보라티알페스토알라제노베시200G
75052,이마트피코크통백후추그라인더60G
75054,이마트피코크이탈리안허브믹스20G
75055,이마트피코크페퍼스테이크용시즈닝55G
75056,이마트피코크통백후추60G
75058,이마트피코크파슬리7G
75059,이마트피코크통흑후추50G
75061,CJ다담떡볶이양념
75062,이마트볶은아마씨
75063,신세계국물떡볶이양념
75064,테일러팜스말린무화과
75065,테일러팜스유기농건자두
75066,진성에프엠폰타나스위트펌킨크림스프
75067,진성에프엠폰타나크리미포테이토치즈스프
75068,진성에프엠폰타나그릴드머쉬룸크림스프
75069,청정원굴순두부찌개양념
75070,청정원고메레시피찜닭양념
75071,청정원고메레시피국물떡볶이양념
75072,청정원고메레시피옛날떡볶이양념
75073,씨제이다담바지락순두부찌개양념
75074,신세계밤고을공주맛좋은단밤
75075,백쿡백종원의궁중떡볶이양념
75076,신세계제주그대로귤말랭이
75077,리뉴얼라이프무농약우리밀이빠띠쉐를만나면리얼치즈
75079,프로엠오트밀단백질스낵딸기
80137,오뚜기백세카레순한맛(박스)100G
80172,CJ햇반컵반순두부찌개국밥173G
80177,CJ햇반컵반김치날치알밥188g
80178,CJ햇반컵반버터장조림비빔밥216g
80180,비비고들깨버섯죽
85002,브레드가든핑크퐁베이킹믹스초코마카롱만들기
85005,브레드가든피코크핑크퐁베이킹믹스초코칩쿠키만들기
85006,큐원홈메이드와플믹스
85007,동원홈푸드밥한그릇뚝딱치킨돈부리덮밥소스
85008,동원홈푸드밥한그릇뚝딱소고기강된장덮밥소스
85009,동원홈푸드밥한그릇뚝딱사천짜장
85010,동원홈푸드밥한그릇뚝딱비프카페
85011,동원홈푸드밥한그릇뚝딱불고기덮밥소스
85012,큐원홈메이드머그컵에담아전자레인지로2분30초면OK초코케익믹스7개입
85016,한국식연피코크정갈하게담아낸생꺳잎무침
85017,한국식연피코크정갈하게담아낸무말랭무침
85018,싱그람반찬애콩자반
85029,브레드가든피코크핑크퐁베이킹믹스브라우니만들기
90129,오뚜기옛날구수한누룽지60G
90162,오뚜기맛있는북엇국34G
90200,몬라이스페이퍼월남쌈원형200G
90205,CJ햇반컵반직화볶음짜장덮밥280G
90217,미니오이피클500g
90218,오뚜기오즈키친영양닭죽
90219,오뚜기오즈키친전복죽
90246,대천김자반볶음60g2봉
90266,자연그대로가쓰오육수500g
A40038,해맑은번영보슬보슬고소한밥새우
A40039,(주)쿠팡곰곰김자반
