,일자,건고추_거래량(kg),건고추_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),당근_거래량(kg),당근_가격(원/kg),대파_거래량(kg),대파_가격(원/kg),마늘_거래량(kg),마늘_가격(원/kg),무_거래량(kg),무_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),배추_거래량(kg),배추_가격(원/kg),백다다기_거래량(kg),백다다기_가격(원/kg),새송이_거래량(kg),새송이_가격(원/kg),샤인머스캇_거래량(kg),샤인머스캇_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),애호박_거래량(kg),애호박_가격(원/kg),양배추_거래량(kg),양배추_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),얼갈이배추_거래량(kg),얼갈이배추_가격(원/kg),청상추_거래량(kg),청상추_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),팽이버섯_거래량(kg),팽이버섯_가격(원/kg),포도_거래량(kg),포도_가격(원/kg)
397,20170201,20.0,4000.0,60400.0,7240.965231788079,219459.99999999997,1637.5202770436533,308810.0,1731.7567436287686,18640.0,4712.795064377682,473140.00000000006,734.261952064928,37320.0,4215.903001071811,386570.0,729.1290063895284,360530.00000000006,1942.1196571713863,79860.00000000001,2244.8021537690956,0.0,,119270.0,3452.960509767754,232070.00000000003,2015.7508510363252,326350.0,1058.7430672590776,514170.00000000006,1080.5834646128712,37970.0,1326.3655517513823,12460.0,2070.890850722312,81859.99999999999,2744.01661373076,31630.0,5779.374012013912,75259.99999999999,1537.988307201701,12370.000000000002,4719.232012934518
398,20170202,0.0,,88170.00000000001,6611.212430531926,373370.0,1600.2734552856414,472150.0,1725.2138091708143,126869.99999999999,4023.728225742887,825350.0,861.439752832132,42860.0,3691.51189920672,665639.9999999999,834.4432425935944,375520.00000000006,1921.8888474648484,95580.0,2228.3186859175557,0.0,,111430.0,3455.730054742888,258899.99999999997,2060.949401313249,546390.0,1044.7021358370394,777930.0000000001,1201.5498823801624,50349.99999999999,1570.5700099304872,16880.000000000004,1936.374407582938,63210.0,2729.1314665401046,49330.00000000001,5776.27407257247,129680.0,1472.8069093152376,19849.999999999996,5400.045340050378
399,20170203,20.0,8330.0,73430.00000000001,5864.884924417813,440170.0,1573.7719517459166,434090.0000000001,1773.5566357207024,125880.00000000001,4134.952335557674,1150110.0000000002,891.7361817565275,41980.0,3007.7513101476898,592430.0000000001,836.3366136083586,164579.99999999997,2075.882853323612,70810.0,2212.6154497952266,0.0,,92800.0,3361.9741379310344,144850.0,2224.0711080428027,551930.0,979.9793452068197,777940.0,1230.1316296886648,57050.000000000015,1962.4662576687113,14660.000000000002,1744.0654843110506,33800.00000000001,2926.029585798816,48030.0,5174.928169893817,126580.0,1392.3384420919576,36340.00000000001,4893.478260869565
400,20170204,80.0,8705.0,75550.0,4951.168762409001,361080.00000000006,1451.1421291680513,482620.0,1739.8715345406329,27870.0,4004.1119483315397,1369620.0,887.5899154510009,42989.99999999999,2597.5738543847415,495310.0,818.3551715087519,174499.99999999997,2034.2401146131808,66130.00000000001,2184.7512475427193,0.0,,110020.0,2985.991637884021,180140.00000000003,2259.004107916065,638069.9999999999,949.9440500258595,784190.0,1236.134355194532,68759.99999999999,1679.1186736474694,15429.999999999998,1649.5852235904088,39120.00000000001,3029.8338445807767,36620.0,4663.468050245768,122410.0,1312.5904746344254,38780.00000000001,4703.754512635379
401,20170205,80.0,8705.0,75810.00000000001,4520.470914127423,296340.00000000006,1445.475467368563,504500.0,1711.2453914767093,31520.000000000004,3679.8159898477156,1338300.0000000002,880.0889934992152,44890.00000000001,2359.431944753842,459060.0,794.8932601402868,162620.0,1940.8965686877384,65809.99999999999,2166.781644127033,0.0,,118320.00000000001,2805.6414807302226,148710.0,2236.4676215452896,677319.9999999999,957.4326758400756,781910.0,1240.8291235564197,66899.99999999999,1435.6457399103142,17110.0,1616.7679719462305,34640.0,3065.7332563510395,19810.000000000004,4407.617364967188,120660.0,1275.4898060666335,23560.0,5180.6621392190145
402,20170206,10.0,7200.0,101259.99999999999,4074.9061821054715,336550.0,1294.167285693062,580369.9999999999,1706.711925151197,22180.0,4800.928764652839,1856379.9999999998,811.0915329835486,40880.00000000001,2517.4119373776907,722339.9999999999,830.6066395326301,284739.99999999994,1956.8940085692211,83040.0,2214.7206165703274,0.0,,160430.0,2630.377734837624,296780.0,2110.6617696610283,603000.0,933.5349917081261,958090.0,1221.1912242064939,95140.0,1360.4183308808074,18640.0,1729.3884120171676,62980.0,3266.8783740870117,37170.0,5294.161958568739,107840.0,1326.439169139466,53840.0,4759.550520059435
403,20170207,30.0,8343.333333333334,84900.0,3958.477031802119,298030.00000000006,1223.9043049357442,516720.0,1699.0660318934822,26040.000000000004,4738.824884792626,1642520.0000000002,809.9349779606944,42600.0,2490.821596244132,741860.0,817.9555441727551,219149.99999999997,1964.5767738991565,79610.0,2202.389147092074,0.0,,137670.0,2521.6764727246314,243400.0,2166.589153656532,617330.0,918.3522589214846,923060.0,1235.4763503997574,93249.99999999999,1279.0520107238608,17380.0,1615.12082853855,44110.0,3136.8397188846066,36330.0,5294.965593173685,110179.99999999999,1346.1363223815574,50699.99999999999,4785.727810650888
404,20170208,80.0,7177.5,69650.0,3720.2167982771,295500.0,1208.8142131979696,473530.00000000006,1698.21405190801,27569.999999999996,4315.462459194778,1436390.0,788.5792855700751,44300.0,2315.1647855530473,717670.0000000002,804.2302172307606,167620.0,2038.213816966949,72860.0,2180.2854790008237,0.0,,134170.00000000003,2317.194603860773,217890.00000000003,2105.1310294185137,610730.0,884.43927758584,880900.0,1215.705528436826,80600.00000000001,1247.3535980148881,15170.0,1487.48846407383,43500.0,3135.6137931034486,45080.0,5300.141969831411,109020.0,1366.2493120528343,44750.0,4877.045810055866
405,20170209,130.0,7966.153846153845,68880.0,3579.231997677119,307380.0,1251.0153555859197,477469.99999999994,1722.7959871824407,217230.00000000003,3850.4709294296363,1566740.0,753.7391015739688,43490.0,2460.3518050126463,682890.0000000001,793.1429659242337,181209.99999999997,2114.932950720159,67050.0,2173.6316181953766,0.0,,148670.0,2163.5810856258827,228670.00000000003,2021.9149866620016,620610.0000000001,854.7960877201461,784670.0000000001,1190.706156728306,73410.0,1217.8231848522,14790.000000000002,1423.4347532116292,48849.99999999999,3314.505629477994,49540.00000000001,5213.811061768269,111130.0,1343.5220012597856,50389.99999999999,4607.638420321493
406,20170210,110.0,7607.272727272726,66610.0,3664.7905719861888,250670.00000000003,1260.8708660789082,456159.9999999999,1827.086987022098,215280.0,4325.59364548495,1542770.0,713.4785483254146,47310.0,2693.318537307123,659290.0000000001,776.4757542204492,183890.0,2156.358692696721,65480.00000000001,2131.282834453268,0.0,,158700.00000000003,2142.184625078765,215590.0,2028.0667006818499,631119.9999999999,852.0338445937384,704470.0,1191.052280437776,67500.0,1116.6222222222223,15260.0,1365.0327653997379,48790.00000000001,3295.427341668374,48040.00000000001,5091.998334721065,113010.0,1273.7173701442352,57920.0,4591.376035911602
407,20170211,60.0,6500.0,64510.00000000001,3679.7054720198416,177830.0,1176.3071472754878,425960.0,1952.5591604845524,20830.000000000004,4230.69611137782,1108610.0000000002,707.0285312237847,36110.00000000001,2762.2043755192462,412030.00000000006,814.0176686163628,176730.00000000003,2114.6058959995466,67250.0,2071.5985130111526,0.0,,110190.00000000001,2050.701515564025,200280.0,2005.919712402636,506539.99999999994,891.5282110001186,626730.0,1191.600848850382,48220.00000000001,1145.5329738697635,14500.0,1343.4689655172415,51809.99999999999,3462.910635012547,35330.00000000001,4745.377865836399,105710.0,1225.014662756598,44319.99999999999,4840.8190433213
408,20170212,0.0,,62810.00000000001,3587.138990606591,121450.0,986.3400576368875,398640.00000000006,1978.6243226971699,20360.0,4008.5756385068753,831099.9999999999,716.2093610877151,4689.999999999999,1338.1236673773988,187769.99999999997,829.3268360227939,154219.99999999997,2065.1860977823885,68020.0,2063.582769773596,0.0,,46890.0,2080.258050757091,135770.0,1984.0053030861015,402230.0,921.7616786415732,540160.0000000001,1192.0169949644549,38370.00000000001,1227.7013291634084,13710.0,1310.284463894967,42660.0,3627.9793717768403,23210.0,4687.60448082723,102110.0,1224.4040740378023,31310.000000000004,4890.143724049824
409,20170213,0.0,,76760.0,3826.0838978634706,217740.0,1233.1588132635254,552069.9999999999,1835.0176608038842,20680.0,4740.106382978724,1307220.0,734.1538532152201,43800.0,3040.1506849315074,615109.9999999999,822.4117637495734,280809.99999999994,2127.0873544389447,78690.0,2079.151099250222,0.0,,98770.00000000001,2880.003037359522,215670.00000000003,2109.7751193953727,483969.99999999994,944.7717833750025,654160.0,1209.5600464718111,83559.99999999999,1481.0375777884158,15580.0,1717.1309370988447,73530.0,3346.7741058071533,58580.0,4720.783543871628,113280.0,1233.9759887005648,50380.0,4994.59706232632
410,20170214,0.0,,67850.0,3836.265291083272,280100.0,1259.9225276686896,511830.00000000006,1863.7674618525682,25630.0,4388.62660944206,1281570.0,729.6832791029752,43149.99999999999,2959.4808806488995,673060.0000000001,794.8575164175554,228109.99999999997,2116.0435754679766,70160.0,2084.358608893957,0.0,,91630.0,2881.1470042562482,226519.99999999997,2129.427865089176,535290.0,945.403799809449,786359.9999999999,1188.888804110077,75930.0,1302.7775582773604,15049.999999999998,1878.2657807308972,58640.0,3468.216234652114,49299.99999999999,4708.480730223124,113340.0,1247.0160578789482,44660.00000000001,4920.147783251231
411,20170215,70.0,7460.000000000001,61910.0,3798.8774026813117,347470.0,1225.6425015109219,501270.00000000006,1829.8836954136495,24630.000000000004,4101.782379212342,1203820.0,742.002126563772,41990.0,2660.614432007621,687280.0000000002,781.8535385868929,169239.99999999997,2107.5088631529193,60730.0,2073.91733904166,0.0,,95910.00000000001,2768.1107288082576,217680.00000000003,2192.8367328188165,594700.0,916.43517740037,788030.0000000001,1191.4236767635748,68929.99999999999,1212.3487596112002,14240.0,2109.7401685393256,53810.0,3459.0076194015987,45439.99999999999,4550.924295774648,112020.0,1254.4242099625067,47420.0,4522.598059890342
412,20170216,110.00000000000001,6747.272727272727,66189.99999999999,3605.2711890013607,374000.0,1142.6141711229945,485569.99999999994,1800.277817822353,277490.00000000006,3779.1729431691224,1339710.0,739.1810167872152,41050.0,2614.3629719853834,636540.0000000001,782.3764413862444,167100.0,2134.70197486535,56060.0,2082.37067427756,0.0,,107290.0,2397.1945195265166,203460.0,2225.4167895409414,597839.9999999999,878.5368995048844,855880.0000000001,1182.2380473898208,63130.0,1313.1522255662917,14450.000000000002,2159.965397923875,53749.99999999999,3545.054883720931,48239.99999999999,4547.8233830845775,114040.0,1230.685724307261,51710.0,4529.648037130149
413,20170217,40.0,5500.0,67780.0,3473.1454706403065,358070.0,1168.196162761471,472859.99999999994,1813.6473797741405,290870.0,3984.560112765154,1499710.0000000002,710.4880943649105,43489.99999999999,2734.1894688434127,659540.0,779.738302453225,169629.99999999997,2207.772799622708,54840.0,2109.4383661560905,0.0,,110960.00000000001,2129.9486301369857,206510.0,2299.4934869982085,566050.0,840.77660984012,778550.0,1152.32868794554,60199.99999999999,1277.136212624585,15570.0,2051.6056518946693,56639.99999999999,3553.0173022598874,59029.99999999999,4594.867016771133,115470.0,1186.2232614531913,68170.0,4685.436408977556
414,20170218,0.0,,69229.99999999999,3510.580673118591,225640.0,1166.5077113986881,519680.00000000006,1774.0370997536943,31970.000000000004,4269.54957772912,1350270.0,693.0565738704111,47690.0,2711.283287901028,521789.99999999994,809.5741581862437,189710.0,2274.9048547783464,60480.00000000001,2134.9834656084654,0.0,,107240.0,2025.972584856397,208340.0,2330.3311894019394,547980.0,829.573524581189,648349.9999999999,1139.1213079355286,61720.00000000001,1250.550874918989,17560.0,1915.774487471526,67320.00000000001,3540.650623885918,47809.99999999999,4514.9362058146835,116960.00000000001,1182.4854651162789,66570.00000000001,4468.295027790295
415,20170219,0.0,,70340.0,3539.8820017059993,137570.0,1016.9295631314967,526590.0,1769.0700545016048,18490.000000000004,4172.1362898864245,1211430.0,692.6209520979338,48969.99999999999,2703.0712681233417,353969.99999999994,836.0940192671695,193920.0,2361.8414810231025,63199.99999999999,2153.7721518987346,0.0,,99810.0,2054.988478108406,161600.0,2327.9764851485147,556770.0,838.4814196167177,700850.0,1129.648854961832,56560.0,1179.101838755304,18830.000000000004,1885.889537971322,61809.99999999999,3620.2815078466274,25990.000000000004,4385.421315890727,120419.99999999999,1176.9257598405582,46019.99999999999,4192.0078226857895
416,20170220,0.0,,99850.00000000001,3581.7446169253876,437790.0,1112.866442815048,510650.00000000006,1850.9583863703124,25580.0,4379.894448788116,1576990.0000000002,664.8371898363338,48800.0,2840.852459016393,984280.0,743.9748851952696,327650.00000000006,2303.3520524950395,92700.0,2127.9266450916934,0.0,,142619.99999999997,2048.377506661058,298150.00000000006,2308.4215998658383,511449.99999999994,902.3785316257699,800979.9999999999,1129.142300681665,79770.0,1434.9768083239312,19820.0,1779.374369323915,111670.00000000001,3486.6615921912776,60180.0,4909.76902625457,111210.00000000001,1230.6986781764228,75009.99999999999,4241.64911345154
417,20170221,130.0,8614.615384615383,83520.0,3601.0129310344823,381590.00000000006,1042.5965041012603,481470.0,1866.570295137807,29840.0,4340.365281501341,1533960.0,643.9744191504343,49920.0,2817.5861378205122,792870.0,771.6300276211736,270450.00000000006,2282.942503235348,83949.99999999999,2112.784991066111,0.0,,118120.0,1998.242465289536,244170.0,2273.7658188966707,517179.99999999994,903.7658068757491,810939.9999999999,1129.8117000024665,72789.99999999999,1397.0256903420802,19580.0,1807.8089887640447,84000.0,3401.3130952380952,54420.0,4954.342153619993,110350.0,1237.0194834617128,71160.0,4375.323215289488
418,20170222,160.0,8373.75,70570.00000000001,3545.2826980303244,249089.99999999997,966.7967401340884,468419.99999999994,1888.8672558814742,28679.999999999996,4207.981171548117,1255730.0,628.2507386141926,48780.0,2802.7675276752766,630840.0,774.8803183057511,208399.99999999997,2241.300863723609,72890.0,2116.035121415832,0.0,,102299.99999999999,1957.5239491691107,215390.00000000003,2227.3568875063834,480039.99999999994,925.9390884092992,721280.0,1132.500277284827,62819.99999999999,1335.5587392550144,18190.0,1772.3639362286972,76529.99999999999,3225.6174049392403,46640.0,4759.944253859348,105000.0,1248.2,71729.99999999999,4285.657326083926
419,20170223,40.0,6822.5,71760.0,3405.1755852842807,214800.0,933.8258845437616,443630.0,2002.3368572909853,213350.0,3909.9367236934613,1105679.9999999998,645.7094276825122,49020.0,2738.486332109343,560650.0,776.3649335592617,197870.0,2187.7960276949516,66649.99999999999,2120.4591147786955,0.0,,95990.0,2109.961454318158,193239.99999999997,2203.3155661353762,446000.0,1001.6887892376683,633750.0,1149.308244575937,74360.0,1288.8179128563745,16360.0,1745.1772616136918,75369.99999999999,3289.2569988058913,42700.00000000001,4625.344262295081,108040.0,1254.8796741947428,72960.0,3959.642269736842
420,20170224,30.0,6476.666666666668,71399.99999999999,3364.340336134455,223390.00000000003,932.9253771431129,414280.0,2073.8157767693347,212549.99999999997,4018.9108445071743,1136659.9999999998,659.8396178276706,53199.99999999999,2620.8552631578946,630339.9999999999,774.0121204429357,190580.0,2177.9399727148707,65000.0,2099.003076923077,0.0,,84179.99999999999,2181.638156331671,186990.0,2200.1085619551855,401089.99999999994,1096.0101224164155,705689.9999999999,1146.2720174580907,78510.0,1141.4775187874156,16360.000000000004,1748.3129584352073,66039.99999999999,3287.201695941854,45880.0,4782.412816041849,113130.0,1248.7881198621055,75469.99999999999,3871.4429574665432
421,20170225,70.0,6250.000000000001,73380.0,3333.7884982283995,216690.0,960.3881120494717,456239.99999999994,2045.0611520252503,22769.999999999996,4680.540184453229,884750.0,673.9224639728737,55800.0,2592.5179211469535,688150.0000000001,756.1451718375353,193799.99999999997,2183.1248710010327,70240.0,2032.753416856492,0.0,,107800.0,2322.8552875695736,229480.00000000003,2216.8633432107367,404520.0000000001,1120.025215069712,733570.0,1144.1859672560217,70399.99999999999,1081.9090909090912,18200.0,1675.131868131868,78110.0,3293.785686851875,50199.99999999999,4848.970119521912,110360.0,1250.1685393258424,59620.00000000001,3596.2009392821196
422,20170226,70.0,6250.000000000001,73520.0,3286.1466267682263,236759.99999999997,989.0006757898294,479120.0,2046.7678243446317,23940.0,4810.868838763575,702969.9999999999,686.2060969884918,55980.00000000001,2650.798499464094,576660.0,747.83511948115,173920.00000000003,2152.5097746090155,72860.0,1976.1926983255557,0.0,,101860.00000000001,2374.8173964264674,170140.00000000003,2192.9704948865633,461700.0,1111.747888239116,651070.0,1157.0597631591072,67250.0,1074.513011152416,19360.000000000004,1632.8873966942144,73830.0,3470.467289719626,36890.0,4748.983464353483,110030.0,1255.9092974643277,34930.0,3440.051531634698
423,20170227,10.0,10500.0,91570.0,3498.008081249318,382749.99999999994,1041.8461136512085,548090.0,2020.0996186757654,29799.999999999996,4581.546979865772,1165310.0000000002,799.4040212475649,54700.0,3170.2705667276055,953580.0,764.2602613309842,350990.0,2238.2338528163195,88660.0,2096.7426122264833,0.0,,145170.00000000003,2146.8244127574562,270400.00000000006,2243.6046597633126,642790.0000000001,1173.549370712052,789850.0,1142.3218332594797,92240.00000000001,1387.2398091934083,18900.000000000004,1915.4338624338618,118210.0,3411.7367397005332,60400.0,4783.281456953641,116039.99999999999,1413.8995174077907,53440.0,3741.055389221557
424,20170228,10.0,10500.0,76740.0,3810.919989575189,391419.99999999994,1092.5844361555364,524480.0,2084.4579392922515,28350.0,4613.721340388007,1321850.0000000002,796.8516094867041,56380.0,3396.4065271372824,911290.0,770.0073522149919,278110.0,2266.461831649347,80140.0,2143.8782131270277,0.0,,126309.99999999999,2114.358324756552,240380.0,2215.080289541559,647540.0,1172.7113382957036,861289.9999999999,1155.1155824402933,83970.0,1401.7208526854831,17779.999999999996,2074.7131608548934,82180.0,3427.4750547578487,53610.0,4399.675433687745,115150.0,1477.0151975683889,141880.0,3590.8204116154498
425,20170301,10.0,10340.0,63140.0,4360.12987012987,457420.0,1164.074373660968,463720.0,2224.034115414474,30189.999999999996,4457.237495859557,1502550.0000000002,770.0819273901034,58839.99999999999,3273.4109449354182,822489.9999999998,745.3036511082203,212619.99999999997,2315.8931426958898,70520.0,2218.2714123652863,0.0,,116180.0,2030.8030642107076,232410.0,2218.932059722043,681900.0000000001,1146.4516791318374,912290.0,1164.9537975862938,71090.0,1334.484456322971,15410.000000000002,2485.1200519143413,69630.00000000001,3426.9883670831528,46770.0,4584.592687620269,112660.0,1546.8001065151784,172850.0,3580.0
426,20170302,10.0,10170.0,65260.00000000001,4626.098682194298,394220.0,959.6679519050277,418040.00000000006,2429.9887570567407,230719.99999999997,4136.524791955617,1529150.0,752.2287545368341,58309.99999999999,2937.0245240953527,789199.9999999999,736.1272174353777,214740.0,2337.950544844929,65440.0,2259.121332518337,0.0,,111570.00000000001,1921.063009769651,219180.0,2235.8207865681175,678819.9999999999,1100.1378863321647,823219.9999999999,1167.602584971211,76830.00000000001,1334.6973838344393,14820.000000000002,2979.919028340081,74520.0,3545.167740203972,51050.0,5071.11263467189,112020.0,1539.450990894483,102950.0,3725.2938319572604
427,20170303,20.0,10180.0,68410.0,4691.89884519807,326629.99999999994,978.5166702384964,423940.00000000006,2575.022172949002,230230.00000000003,4506.215523606827,1500400.0,746.282058117835,59620.00000000001,2836.9842334786977,726410.0,732.9052463484809,222740.00000000003,2326.3230672532995,62220.0,2303.9954998392795,0.0,,101320.0,1917.683576786419,239120.0,2211.5046838407493,607530.0,1067.6674402910144,774979.9999999999,1165.3676223902553,89640.0,1342.0638107987504,16970.0,3006.063641720684,89780.0,3542.7968367119624,52440.00000000001,4977.772692601068,113430.0,1541.057921184872,120200.00000000001,3538.088186356073
428,20170304,40.0,9500.0,72159.99999999999,4719.3306541019965,266670.0,972.7663404207448,458490.0,2531.5134463128966,27900.000000000004,4599.774193548386,1315819.9999999998,726.6471857852899,63380.0,2762.7137898390665,519219.99999999994,753.9919494626555,241549.99999999997,2246.6611467605057,69620.0,2336.782533754668,0.0,,102479.99999999999,1912.854215456675,253890.00000000003,2143.2202922525503,608570.0,1037.7088913354257,774960.0000000001,1171.8464178796323,83910.00000000001,1300.3265403408413,19990.000000000004,2775.592796398199,118220.00000000001,3470.9490779901876,41129.99999999999,4987.58084123511,111920.0,1585.2966404574695,111270.00000000001,3262.762649411341
429,20170305,60.0,8830.0,73610.0,4699.284064665127,245520.0,972.7003910068426,482030.00000000006,2456.4834138954,23319.999999999996,4238.280445969126,1162470.0000000002,720.1698108338278,64509.99999999999,2819.0931638505667,388070.00000000006,759.0532635864664,226020.0,2170.3243075834,75920.0,2345.194942044257,0.0,,100579.99999999999,1889.8787035195867,214230.00000000003,2066.1527330439244,648230.0,1012.7564290452463,754519.9999999998,1184.514260722049,75710.0,1258.1349887729496,21590.000000000004,2738.888374247336,112799.99999999999,3486.2375886524824,28350.0,4996.426807760142,109980.0,1606.6939443535189,72260.0,3200.0000000000005
430,20170306,10.0,7500.0,103050.0,4696.668607472101,466310.0,998.0969741159314,532079.9999999999,2601.4952638700956,30210.0,4380.873882820259,1953829.9999999998,679.5813863028003,68149.99999999999,3127.1548055759363,948090.0,708.7540212427091,400550.0,2029.9887654475096,93040.0,2314.160576096303,0.0,,146710.0,1764.1156022084383,349699.99999999994,2037.3989133543043,810910.0000000001,900.8624878223229,1055820.0,1167.7285901005853,112850.0,1229.024368630926,21529.999999999996,2287.473293079425,168300.00000000003,3429.637551990493,60070.00000000001,5022.793407691027,108940.0,1832.7896089590602,203180.0,3440.0000000000005
431,20170307,50.0,7532.0,86949.99999999999,4648.7694077055785,394650.00000000006,956.6038261750915,511460.00000000006,2632.7102803738317,30850.0,4268.343598055105,1704860.0000000002,670.379268678953,69210.0,3021.814766652218,791239.9999999999,723.9128456599769,328880.0,2011.2238506446122,83440.0,2320.0539309683604,0.0,,123850.0,1731.0100928542593,309400.0,1995.461215255333,753130.0000000001,872.346474048305,940149.9999999999,1171.3486145827796,108069.99999999999,1250.1184417507172,20600.0,2157.995145631068,124509.99999999999,3422.6560115653365,62309.99999999999,4986.891349703098,105910.0,1891.0395618921727,155500.0,3340.0
432,20170308,40.0,7540.000000000001,72220.0,4438.029631680975,342080.0,913.6564546304958,448429.99999999994,2687.210489931538,35250.0,4498.964539007092,1550190.0,650.2473245215102,69220.00000000001,2833.2490609650376,671770.0,709.9130654837221,248110.0,1945.317802587562,70450.0,2326.9921930447126,0.0,,106410.0,1631.0769664505217,261780.00000000003,1942.7977691191072,671950.0,859.5108266984149,817100.0,1176.802839309754,94400.0,1129.957627118644,19169.999999999996,1835.2738654147108,101550.0,3289.672082717873,58780.0,4602.922762844504,103010.0,1952.9618483642366,102210.0,3261.831523334312
433,20170309,110.0,8220.0,71920.0,4105.958008898775,306520.0,916.9320109617644,441129.99999999994,2647.603427561037,211750.00000000003,4195.182998819362,1660540.0,613.7113228226963,68110.0,2547.926882983409,718520.0000000001,688.5328174581082,234600.0,1898.887041773231,63289.99999999999,2347.7753199557596,0.0,,104020.0,1519.2847529321284,216659.99999999997,1898.5050309240287,616339.9999999999,894.3448421325894,794290.0000000001,1166.7691900942978,78310.0,1057.2928106244412,17830.0,1552.6023555804823,101479.99999999999,3324.097359085534,68780.0,4075.5001453911027,109820.0,1848.653250773994,106110.0,3221.8546791065874
434,20170310,110.0,8209.090909090908,71440.0,3879.5632698768186,264239.99999999994,964.9167423554345,478840.00000000006,2544.032244591095,208519.99999999997,4196.294839823519,1651260.0,585.1844046364595,70420.0,2200.7781880147686,710870.0000000001,680.361669503566,235830.0,1899.5403468600264,61200.0,2366.527777777778,0.0,,97520.0,1433.328547990156,215490.0,1870.6779896978983,590150.0,882.3822756926206,825990.0,1145.2173755130211,76339.99999999999,1105.2685354990833,17160.0,1421.9696969696968,117960.0,3242.7170227195656,67090.0,3568.3484871068717,109620.0,1709.1105637657363,130960.00000000001,3119.9999999999995
435,20170311,120.00000000000001,6646.666666666666,73479.99999999999,3742.8946652150253,259770.00000000003,999.2377872733571,488670.0,2376.527104180736,28169.999999999996,4164.696485623003,1432540.0000000002,557.2703729040724,74539.99999999999,2110.4064931580365,563399.9999999999,693.0944266950657,251820.00000000006,1914.220474942419,71560.0,2306.6825041922866,0.0,,92870.0,1435.1179067513729,218100.00000000003,1865.5662540119208,634800.0,793.3790170132326,787090.0,1130.1299724300907,81510.0,1082.51012145749,18030.0,1385.5130338325012,142720.0,3089.702914798206,52790.00000000001,3301.702974048115,104990.00000000001,1691.1286789218018,119290.0,3020.0000000000005
436,20170312,130.0,6307.692307692308,74389.99999999999,3660.6681005511505,235180.00000000003,1053.1456756526914,495860.0,2234.9554309684186,23800.000000000004,4022.3991596638652,1249129.9999999998,535.2299600521965,76320.00000000001,2163.980607966457,432920.0,693.7205488311928,235110.0,1914.6305984432818,80039.99999999999,2269.035482258871,0.0,,86890.0,1478.7547473817474,183980.0,1812.3703663441677,673409.9999999999,729.1669265380676,701110.0000000001,1139.856941136198,81450.0,1066.7305095150398,18779.999999999996,1389.4302449414274,130120.0,3141.198893329234,41019.99999999999,3282.5329107752323,107240.00000000001,1699.3211488250652,92280.0,2940.0
437,20170313,210.0,5400.952380952381,97659.99999999999,3814.5484333401596,403360.0,970.6485521618406,528750.0,2050.130496453901,27040.0,4520.828402366864,1467490.0000000002,553.9934173316341,73030.00000000001,2692.830343694372,886780.0,689.4683010442274,435280.0,1829.7013416651348,91490.0,2326.189747513389,0.0,,111849.99999999999,1497.5815824765314,361349.99999999994,1824.411789124118,529630.0,852.6614806563073,912630.0,1115.591751312142,91890.00000000001,1159.7007291326584,19040.0,1541.5441176470588,209640.00000000003,3059.6074222476627,75910.0,3370.5809511263337,114190.0,1731.226026797443,185160.0,3040.0
438,20170314,210.0,5438.5714285714275,82480.0,3928.503879728419,408370.0,948.3598207507897,500130.0,2042.6231179893225,27880.000000000004,4291.976327116212,1337219.9999999998,596.1678706570348,73020.0,2658.353875650507,814129.9999999999,687.0878115288714,348460.0,1852.3334098605296,83360.0,2314.574136276392,0.0,,91490.0,1595.1382664772107,301150.00000000006,1780.6983230948026,549420.0,850.2016672126971,993410.0,1067.918986118521,87940.00000000001,1214.7407323174891,19479.999999999996,1557.751540041068,151850.00000000003,3184.660520250247,66140.0,3315.0030238887207,114560.0,1709.6909916201118,146560.0,3050.0
439,20170315,69.99999999999999,8382.857142857145,71929.99999999999,3935.6652300848054,320160.0,923.9464642678661,459330.0000000001,2115.2313151764524,28060.000000000004,4412.740555951532,1311580.0000000002,642.3722533127981,73870.0,2584.319750913767,732160.0000000001,649.4460227272727,268560.0,1878.4189752755435,76860.00000000001,2263.83554514702,0.0,,78130.0,1675.792909253808,266380.0,1758.672573015992,583079.9999999999,828.7094395280237,983830.0000000001,1039.2468210971408,77570.00000000001,1168.9699626144125,20050.0,1559.6458852867831,133070.0,3168.188171638987,62240.00000000001,3291.4717223650387,111980.0,1657.6888730130381,151340.0,3010.0000000000005
440,20170316,99.99999999999999,7418.000000000001,75220.0,3756.414517415581,296120.0,943.7717817101176,454419.99999999994,2188.5506799876766,27279.999999999996,4640.700146627567,1423770.0,636.1469900335026,76420.0,2430.965715781209,698390.0,628.6854050029353,270010.00000000006,1853.9772601014772,73860.0,2237.0281613864063,0.0,,78130.0,1650.9369000383977,237330.0,1710.086377617663,555129.9999999999,795.6384990903034,897079.9999999999,1053.1882329335178,80759.99999999999,1078.5648836057455,20150.0,1350.3225806451612,145899.99999999997,3132.3516106922557,59579.99999999999,3078.5364216179933,110820.00000000001,1612.7792817181012,208070.0,3000.0
